#	X(mm)	XP(mrad)	Y(mm)	YP(mrad)	Z(mm)	W(MeV)
0.132	-0.826	-0.533	-0.591	-198.42	72.01
0.301	-0.666	-0.153	0.121	51.51	71.667
-0.403	1.663	0.177	0.262	-122.31	71.906
0.024	-0.653	0.264	-0.058	146.77	71.539
-0.063	0.094	0.987	1.132	-227.75	72.05
-0.055	0.733	0.873	1.009	-273.02	72.111
-0.023	0.344	0.164	0.14	-13.29	71.759
0.313	-1.084	-0.69	-0.625	-95.62	71.867
-0.141	0.405	-1.082	-1.28	-168.69	71.97
0.478	-1.791	-0.451	-0.567	-86.95	71.858
0.194	-0.751	0.725	1.016	-207.73	72.021
0.088	0.052	0.519	0.76	-60.46	71.82
-0.105	-0.184	-0.495	-0.566	-164.88	71.963
-0.094	-0.114	-0.666	-0.852	-200.08	72.011
-0.142	1.271	0.271	0.237	-151.8	71.944
0.085	-0.043	1.01	1.209	-7.68	71.751
-0.039	0.892	0.678	0.705	-111.72	71.889
-0.075	-0.353	0.585	0.724	-183.24	71.988
-0.434	0.975	0.314	0.092	-94.69	71.866
0.128	0.059	-0.567	-0.564	-266.3	72.103
0.213	-1.61	0.834	1.009	-43.78	71.799
0.001	0.299	-1.131	-1.384	-136.08	71.925
0.17	-0.594	0.656	0.727	-179.29	71.983
-0.138	1.032	-0.686	-0.843	-175.51	71.98
0.047	-0.658	0.53	0.844	-153.99	71.948
-0.068	-0.351	0.818	1.117	-64.86	71.825
0.139	-0.56	-0.782	-0.874	-158.6	71.954
-0.069	0.471	0.735	0.886	-50.59	71.81
-0.158	0.612	0.548	0.617	-192.65	72.002
-0.147	1.211	-0.238	-0.36	-134.35	71.921
-0.118	0.446	0.543	0.524	-175.72	71.979
0.146	-0.227	-0.69	-1.062	-70.64	71.833
0.044	-1.264	0.558	0.699	-48.39	71.804
0.001	0.118	-0.093	-0.002	-111.72	71.891
0.242	-0.43	-0.745	-0.739	-210.83	72.026
-0.089	0.347	-0.403	-0.484	-9.45	71.751
-0.147	0.724	-0.653	-1.013	-211.01	72.026
0.165	-0.342	0.895	0.987	-170.59	71.97
-0.073	0.32	-1.837	-2.157	-188.31	71.995
-0.023	0.407	-0.663	-0.9	-308.72	72.162
0.054	-1.088	-0.021	0.055	-66.18	71.829
-0.346	1.534	-0.242	-0.344	-124.51	71.909
0.143	-0.873	-0.484	-0.673	-162.75	71.96
0.041	0.445	0.525	0.502	-197.57	72.009
-0.005	-0.647	-0.521	-0.541	-172.1	71.975
-0.222	1.453	-0.874	-1.038	-63.98	71.825
0.095	-0.975	-0.419	-0.636	-173.8	71.975
0.103	-0.375	0.171	0.605	-74.55	71.839
-0.133	-0.151	0.384	0.658	242.26	71.408
-0.06	-0.279	-0.495	-0.651	-237.12	72.063
0.07	0.414	0.367	0.845	42.91	71.68
-0.009	-0.908	-0.005	0.112	-273.17	72.113
0.218	-0.131	-0.505	-0.623	-176.21	71.981
-0.153	0.024	-0.254	-0.409	5.08	71.733
0.035	-0.31	-0.183	-0.069	-245.19	72.075
0.076	0.462	-0.732	-0.962	3.25	71.736
-0.148	0.401	-0.42	-0.582	1.83	71.737
0.017	0.596	0.558	0.728	-119.74	71.901
0.096	-0.035	0.293	0.837	113.68	71.583
0.192	-0.322	-1.277	-1.386	-208.7	72.023
0.197	-0.158	-0.81	-0.956	-130.17	71.918
0.114	-0.278	-0.62	-0.935	-163.67	71.961
0.142	-1.125	0.269	0.212	-281.78	72.124
0.275	-0.934	1.378	1.68	-197.89	72.01
0.177	0.027	-0.606	-0.739	-148.95	71.943
-0.024	-0.091	-1.95	-2.396	-79.64	71.847
0.43	-1.7	1.006	1.272	-84.36	71.854
0.102	0.27	0.699	0.801	-118.04	71.898
-0.017	0.394	0.788	1.248	70.81	71.641
-0.126	-0.378	0.06	0.116	-257.51	72.092
-0.072	-0.641	0.337	0.428	-210.8	72.026
0.029	-0.715	0.954	1.089	-173.17	71.976
-0.077	0.917	0.637	0.824	-247.27	72.076
-0.161	0.754	0.823	0.95	-244.44	72.072
0.099	-0.56	-0.541	-0.76	-194.33	72.004
-0.061	0.014	-0.484	-0.672	-203.97	72.017
0.34	-1.423	-0.043	-0.067	-143.57	71.934
-0.119	-0.11	-0.227	-0.248	-120.55	71.905
-0.037	0.292	-0.018	-0.374	-62.47	71.823
0.178	-0.741	-0.707	-0.984	-215.03	72.031
0.063	-0.436	-0.115	0.292	16.07	71.716
0.1	-0.122	-0.77	-1.138	-63.57	71.823
-0.081	0.414	0.256	0.416	-82.93	71.851
-0.095	-0.482	-0.233	-0.114	-248.11	72.078
0.057	-0.302	0.321	0.642	-146.01	71.937
-0.337	1.521	0.989	1.144	-81.53	71.849
0.123	0.341	0.122	0.173	-4.78	71.746
-0.088	0.39	-0.951	-1.099	-199.86	72.011
0.031	0.25	1.111	1.138	-230.71	72.053
0.109	-0.282	0.509	1.202	163.94	71.515
0.103	-0.294	-1.686	-2.084	-63.28	71.825
-0.05	-0.549	0.771	0.826	-84.99	71.853
0.007	-0.302	0.219	0.21	272.31	71.367
-0.107	-0.49	-0.258	-0.29	-47.8	71.805
-0.188	1.337	-0.148	-0.254	-144.81	71.935
-0.098	-0.408	-0.555	-0.855	129.14	71.562
-0.072	0.629	0.849	0.875	-322.14	72.18
0.251	0.106	0.149	0.208	-66.22	71.827
-0.15	0.796	-0.765	-0.92	-273.78	72.112
0.206	0.055	-0.181	-0.177	-198.56	72.011
-0.034	0.116	-0.667	-0.975	-283.65	72.127
-0.08	0.834	-0.409	-0.388	-194.0	72.005
0.029	-1.528	-0.469	-0.642	-9.91	71.753
0.186	-0.457	0.343	0.77	-86.78	71.856
-0.056	-0.313	-0.733	-1.047	-72.75	71.836
-0.091	-0.014	-0.758	-0.831	-268.22	72.106
-0.247	0.508	-0.785	-0.795	-209.52	72.024
-0.031	-0.254	-0.838	-1.136	-110.11	71.887
-0.109	0.117	0.681	0.762	-266.38	72.103
-0.122	-0.437	0.221	0.191	-229.82	72.054
0.125	0.254	-0.309	-0.345	-284.1	72.128
-0.006	-0.66	0.559	0.679	-264.74	72.101
-0.003	0.23	0.466	0.811	184.17	71.487
0.117	0.064	-0.608	-0.71	-208.1	72.022
-0.058	-1.59	0.127	0.238	254.68	71.392
-0.041	0.586	-1.011	-1.093	-203.8	72.017
-0.231	1.598	0.29	0.423	-98.97	71.874
-0.101	0.602	-0.882	-1.095	-68.33	71.833
0.109	-0.344	-1.06	-1.159	-189.82	71.997
-0.063	0.333	0.698	0.867	-299.46	72.149
-0.031	0.659	-1.009	-1.165	79.46	71.63
0.007	0.459	-0.208	-0.422	-72.57	71.837
-0.061	0.969	-0.363	-0.397	-126.86	71.911
-0.198	0.259	-0.519	-0.488	-256.69	72.089
-0.173	0.205	0.428	0.341	-196.9	72.007
0.115	0.356	0.234	0.208	-268.4	72.107
-0.149	0.061	-0.53	-0.658	66.34	71.649
0.039	0.01	-1.319	-1.512	-209.13	72.024
0.063	0.335	0.741	0.718	-209.15	72.024
-0.165	0.075	-0.518	-0.439	-235.33	72.06
0.058	-0.309	1.634	2.002	-114.01	71.894
0.229	-1.466	-0.086	-0.194	-132.58	71.919
0.188	-0.235	0.966	0.99	-204.38	72.018
-0.096	-0.02	-1.667	-1.872	-169.02	71.969
0.028	-0.435	-0.1	-0.216	139.92	71.546
-0.038	0.823	-0.573	-0.592	-189.56	71.997
-0.019	-0.665	-0.497	-0.663	-56.36	71.815
0.105	0.212	0.069	-0.044	-211.92	72.028
0.022	-0.937	-0.393	-0.597	-29.06	71.778
0.247	-0.997	1.066	1.19	-217.16	72.035
0.124	-0.19	-0.583	-0.598	-268.2	72.106
0.32	-1.666	-0.487	-0.629	-113.33	71.893
-0.063	0.212	-0.873	-0.958	-288.36	72.134
0.339	-0.363	-0.217	-0.362	19.86	71.709
-0.067	-0.845	-0.321	-0.398	64.51	71.65
-0.13	1.28	-0.152	-0.109	-224.65	72.045
-0.009	0.156	-0.334	-0.313	-120.88	71.905
-0.058	1.007	0.578	0.66	-104.04	71.879
0.069	-0.205	-1.153	-1.312	-221.51	72.041
-0.092	0.239	-0.656	-0.778	36.73	71.69
0.108	0.007	-0.798	-0.926	-140.96	71.93
0.497	-0.978	1.505	1.808	-229.53	72.051
0.093	-0.392	0.559	0.648	55.62	71.664
0.427	-1.118	1.171	1.372	-238.8	72.065
0.061	-0.688	-0.718	-0.951	-186.73	71.993
-0.053	-0.327	-0.607	-0.666	-135.45	71.923
-0.121	0.576	-0.646	-0.876	-171.98	71.973
-0.053	0.492	-0.85	-1.185	-103.78	71.878
-0.186	1.426	0.413	0.421	-87.72	71.858
-0.143	0.182	-1.008	-1.224	-109.15	71.889
-0.108	0.563	0.067	0.516	46.32	71.675
-0.328	1.015	-1.36	-1.651	-210.09	72.026
-0.175	0.243	0.963	0.968	-193.8	72.003
-0.23	0.985	-1.227	-1.493	-192.08	72.002
0.088	0.474	0.206	0.078	-198.45	72.009
0.143	0.03	-0.891	-1.079	-63.06	71.823
0.079	-0.014	-0.348	-0.338	-89.8	71.86
0.037	-0.404	-0.598	-0.699	105.39	71.596
-0.13	-0.145	-0.394	-0.37	-244.26	72.072
0.052	0.319	-0.802	-0.965	-137.19	71.924
-0.325	0.758	0.03	-0.221	-46.05	71.8
-0.089	-0.263	0.974	1.089	-208.59	72.024
-0.179	1.263	0.92	1.004	-64.33	71.825
0.138	0.053	-0.734	-0.888	-137.6	71.928
0.108	-0.085	-1.423	-1.656	-98.89	71.874
-0.097	-0.042	0.784	1.009	-118.87	71.899
0.144	-0.706	-0.856	-0.958	-179.76	71.985
-0.216	0.721	0.734	1.036	-157.65	71.952
0.073	-1.016	0.154	0.271	-102.21	71.878
-0.033	0.054	-0.138	-0.592	54.46	71.664
0.288	-1.562	0.021	0.052	-114.95	71.895
-0.285	1.413	0.248	0.34	-132.79	71.92
-0.106	-0.165	0.366	0.598	149.89	71.534
0.062	-0.474	-0.139	-0.07	-180.32	71.986
-0.173	-0.011	0.061	0.169	-229.04	72.053
0.017	-0.166	1.297	1.379	-280.72	72.122
0.144	-0.299	1.615	1.784	-208.62	72.023
0.329	0.643	-0.975	-1.136	-133.73	71.923
0.053	-0.38	0.454	0.437	-160.97	71.958
0.007	0.14	0.299	0.345	-187.73	71.993
-0.205	0.348	0.711	0.974	-103.92	71.879
0.043	-0.234	1.086	1.257	-70.95	71.837
-0.151	-0.066	-0.729	-0.873	-82.47	71.849
-0.067	0.4	-1.654	-1.849	-214.88	72.031
0.166	-0.897	-1.338	-1.613	-174.86	71.978
0.02	0.477	-0.359	-0.375	-204.44	72.019
-0.015	-0.127	-0.39	-0.654	-140.06	71.929
-0.104	0.327	0.814	0.896	-256.31	72.088
-0.044	-0.289	-0.824	-0.955	-182.8	71.987
-0.372	1.084	-1.347	-1.581	-222.97	72.043
-0.129	0.505	0.73	0.928	-239.8	72.066
-0.157	-0.108	-0.603	-0.718	-75.2	71.843
0.009	-0.94	0.13	0.176	-59.73	71.82
-0.081	0.403	1.796	2.238	-50.73	71.808
0.075	-0.073	0.788	0.959	-142.03	71.934
0.024	-0.656	-0.447	-0.443	-189.88	71.998
0.169	-0.126	0.75	0.653	-191.25	71.999
0.079	-0.456	0.643	0.792	93.3	71.612
-0.067	0.615	0.557	0.795	-76.49	71.842
0.156	-1.257	0.046	0.127	-150.16	71.943
0.103	0.011	-0.875	-1.144	-44.38	71.8
-0.147	0.079	-0.822	-0.943	-193.98	72.004
0.049	-0.065	-0.475	-0.863	-86.93	71.856
0.113	-0.397	-0.268	-0.207	-180.29	71.985
-0.138	0.527	-1.27	-1.474	-190.98	72.0
0.139	-0.349	-0.304	-0.441	0.92	71.738
0.098	-0.65	0.692	0.958	-223.38	72.043
0.173	-0.077	0.141	-0.059	-250.2	72.081
0.159	-0.204	0.045	0.127	61.93	71.655
0.12	0.224	-0.136	0.019	-256.49	72.089
-0.125	0.99	-0.334	-0.526	-154.67	71.949
0.008	0.608	0.774	0.841	-230.57	72.054
0.089	-0.22	-0.773	-0.909	-188.0	71.996
-0.248	1.636	0.124	0.137	-33.15	71.784
0.08	-0.764	0.775	0.947	-239.83	72.066
-0.063	-0.233	-0.255	-0.403	-126.56	71.911
-0.245	1.145	-0.902	-1.135	-211.78	72.026
-0.026	-0.315	0.741	0.874	-142.61	71.932
0.05	-0.909	0.378	0.351	-180.53	71.984
0.123	-0.996	0.397	0.575	-179.86	71.983
-0.151	0.461	0.582	0.326	56.24	71.661
0.076	-0.028	-0.701	-1.142	59.12	71.657
0.124	-0.135	0.377	0.494	-114.6	71.897
-0.026	-0.902	0.722	0.832	-22.96	71.769
-0.123	-0.006	1.387	1.613	-137.73	71.927
-0.088	-0.073	-0.77	-0.862	-236.14	72.062
-0.044	0.488	-0.24	-0.213	-112.57	71.892
-0.504	1.672	0.247	0.266	-80.06	71.848
-0.294	0.954	-1.169	-1.293	-239.27	72.064
-0.035	0.957	-0.384	-0.459	-157.2	71.952
0.155	-0.294	-0.054	-0.048	-115.64	71.899
0.071	0.473	0.132	0.285	171.68	71.504
0.101	-0.496	0.852	1.024	-228.5	72.05
0.05	0.699	-0.738	-0.81	-27.15	71.774
0.165	-0.864	-1.108	-1.224	-201.16	72.013
0.109	-0.599	0.656	0.727	-159.34	71.956
0.028	-0.521	0.964	1.005	-272.2	72.11
-0.113	0.026	0.475	0.557	-130.29	71.916
0.084	0.687	0.778	1.018	-0.89	71.741
-0.133	0.642	-0.818	-1.027	-186.95	71.993
-0.288	1.556	-1.048	-1.334	-70.76	71.835
0.202	-1.252	-0.875	-0.915	-90.28	71.861
0.045	0.32	0.774	0.932	-149.21	71.941
0.183	-1.144	0.131	-0.073	-333.38	72.195
0.159	0.536	0.026	0.125	277.23	71.36
0.074	0.093	1.04	1.134	-166.57	71.964
0.025	-0.336	-0.566	-0.796	-222.06	72.042
-0.088	1.51	0.173	0.189	-44.12	71.799
-0.101	-0.313	0.913	1.168	84.57	71.624
0.256	-1.447	-0.006	0.013	-132.9	71.919
-0.422	0.978	0.029	-0.162	-137.77	71.924
0.203	-0.402	-1.025	-1.03	-184.38	71.989
0.035	-1.017	-0.827	-0.922	-26.44	71.774
0.09	-0.123	-0.403	-0.564	-146.06	71.937
0.104	0.615	-0.016	0.026	-90.27	71.864
-0.038	0.977	-0.646	-0.716	-95.5	71.868
-0.032	0.14	0.469	0.878	-59.59	71.819
-0.145	-0.095	-0.6	-0.675	-141.07	71.93
0.055	-0.5	-0.364	-0.47	-198.04	72.01
-0.239	0.466	0.663	0.698	-190.17	71.997
0.034	-0.06	0.479	0.884	-60.53	71.82
0.045	0.105	-0.558	-0.636	156.7	71.526
-0.171	0.124	0.46	0.542	-103.92	71.882
0.138	0.131	0.368	0.436	-245.48	72.074
-0.1	0.178	-0.031	0.037	-139.65	71.931
0.214	-0.218	-0.443	-0.443	-223.17	72.044
-0.045	0.632	-0.666	-0.789	-246.16	72.075
0.031	-0.521	0.053	-0.017	-187.77	71.996
-0.045	-0.556	0.43	0.383	-238.9	72.065
-0.061	-0.755	0.227	0.226	-111.26	71.889
0.244	-0.882	-0.902	-1.086	-193.62	72.001
0.139	-0.002	0.475	0.474	-260.04	72.094
0.085	-0.27	-0.659	-0.974	-130.83	71.916
-0.231	0.656	-0.802	-0.844	-201.49	72.013
-0.037	0.874	1.117	1.43	-109.13	71.889
0.079	0.257	-1.268	-1.589	11.72	71.724
-0.036	0.308	-0.072	-0.131	187.94	71.482
0.134	-0.276	-1.005	-1.206	-130.46	71.918
0.157	-0.789	-1.15	-1.307	-226.72	72.048
-0.063	0.455	0.646	1.052	-50.29	71.806
0.031	0.136	0.025	0.144	151.52	71.529
-0.074	-0.429	0.558	0.575	-129.43	71.914
0.14	-0.566	-0.997	-0.875	-13.16	71.755
-0.168	1.366	0.048	-0.018	-287.5	72.132
-0.098	-0.042	-1.139	-1.391	-47.27	71.804
-0.132	-0.084	-0.823	-1.134	-41.16	71.793
0.038	-0.684	0.341	0.323	-193.72	72.004
-0.166	0.112	0.743	0.895	-100.88	71.874
-0.048	0.498	-0.548	-1.017	-20.17	71.765
0.077	0.609	-0.174	-0.162	-129.41	71.917
-0.072	-0.014	0.803	0.853	-270.15	72.108
0.141	-0.11	-0.62	-1.0	-32.68	71.782
0.084	0.228	0.481	0.512	-139.31	71.928
0.088	-0.939	-0.207	-0.2	-190.01	71.998
-0.045	-0.38	-1.172	-1.289	-168.82	71.969
0.09	-0.739	-0.836	-0.968	-219.97	72.038
0.063	0.521	-0.767	-0.776	-40.68	71.792
0.212	-1.325	0.187	0.207	-151.23	71.944
0.04	-0.507	-1.519	-1.689	-184.0	71.989
-0.075	0.349	0.731	0.861	-58.26	71.82
-0.023	-0.28	0.515	0.77	-122.82	71.905
0.039	0.167	-0.621	-0.822	-225.48	72.046
0.121	0.048	0.263	0.175	-206.81	72.021
-0.091	0.385	-0.754	-1.085	-134.3	71.92
-0.073	0.407	0.032	0.12	-123.54	71.907
-0.126	0.142	0.803	1.084	22.1	71.709
0.169	0.08	0.245	0.369	33.28	71.694
0.059	-0.395	0.399	0.393	-139.16	71.928
-0.191	0.382	-0.617	-0.636	-252.75	72.084
0.407	-1.044	-0.075	0.142	-151.41	71.943
0.027	-0.51	-0.882	-0.99	-235.76	72.061
-0.029	0.331	0.912	1.16	66.58	71.649
0.012	-0.577	-0.44	-0.429	-175.39	71.979
0.311	-0.816	0.912	0.989	-187.69	71.993
0.06	-0.976	-0.165	-0.149	-140.87	71.93
0.089	-0.178	0.172	0.264	-42.26	71.799
-0.159	0.194	0.977	0.966	-210.69	72.026
0.013	-0.244	-0.48	-0.585	-225.21	72.048
0.002	1.344	0.706	0.896	-28.73	71.778
-0.147	0.299	-0.496	-0.54	-167.83	71.967
0.264	-0.71	-0.868	-0.885	-241.32	72.067
0.113	-0.255	-0.182	-0.275	-146.33	71.938
-0.162	1.559	-0.105	-0.112	-66.51	71.83
0.098	-0.121	0.41	0.872	-20.64	71.766
0.064	-0.261	1.355	1.684	-14.34	71.759
-0.088	0.66	0.484	0.598	-197.78	72.011
-0.083	0.096	0.171	0.243	-201.03	72.015
-0.193	1.652	-0.233	-0.225	-70.9	71.836
0.091	-1.126	0.125	0.2	-178.29	71.981
0.168	-0.209	0.064	0.143	164.71	71.514
-0.119	-0.065	-0.695	-0.724	-165.91	71.964
-0.135	1.425	1.072	1.357	-38.92	71.792
-0.306	1.45	0.211	0.313	4.65	71.732
-0.046	0.002	-0.766	-0.845	-284.01	72.127
0.176	0.056	-0.348	-0.425	-195.12	72.006
-0.206	0.217	-0.648	-0.738	-125.7	71.908
0.0	0.196	-0.584	-0.986	-41.72	71.794
0.023	0.227	1.12	1.192	-197.7	72.008
0.143	0.002	0.482	0.393	-228.86	72.051
-0.194	0.72	0.781	1.028	-174.29	71.975
0.127	0.161	-0.045	-0.163	-247.29	72.077
-0.015	0.347	1.913	2.292	-112.26	71.891
-0.086	0.948	0.414	0.515	-143.27	71.933
-0.033	-0.744	-0.73	-0.806	-54.76	71.812
0.066	0.191	-0.709	-0.868	-138.71	71.929
-0.057	-0.316	-0.707	-0.784	-167.34	71.966
0.024	-0.553	0.048	0.501	137.51	71.551
-0.149	1.502	0.84	1.07	-50.4	71.808
-0.074	-0.606	-0.34	-0.45	-127.11	71.914
0.095	0.29	0.906	1.249	30.57	71.696
-0.086	0.278	0.393	0.519	-105.56	71.885
-0.111	0.316	0.754	0.944	15.53	71.718
-0.1	-0.375	-0.171	-0.309	242.41	71.408
0.06	-1.008	0.155	0.095	-154.84	71.949
0.201	-0.692	-1.24	-1.361	-209.7	72.024
0.174	-0.206	0.926	0.954	-125.06	71.907
0.081	0.314	0.485	0.51	-241.89	72.069
-0.109	1.272	-1.069	-1.287	-22.69	71.769
-0.163	1.48	0.503	0.556	-64.93	71.827
0.058	-0.677	-0.362	-0.432	-90.07	71.861
0.064	-0.354	0.575	1.063	57.61	71.659
0.128	-0.154	0.771	1.079	-97.88	71.871
0.241	-0.782	-1.604	-1.863	-210.3	72.026
0.143	-0.09	0.697	0.796	-156.61	71.951
0.128	0.227	0.545	0.64	-69.97	71.836
0.118	-1.571	-0.196	-0.138	55.61	71.663
0.117	-0.369	0.997	1.121	-213.32	72.03
0.016	-0.2	-0.105	-0.229	-115.95	71.896
0.073	-0.644	-0.835	-0.917	-287.16	72.131
-0.133	0.225	1.593	1.814	-146.4	71.938
0.007	0.265	0.567	1.01	7.49	71.727
0.09	0.11	-0.775	-0.947	-123.79	71.906
-0.061	-0.077	-0.832	-1.181	-115.36	71.894
0.162	-0.073	0.216	0.066	-237.56	72.064
-0.031	1.019	0.394	0.33	-68.65	71.831
0.018	0.769	1.023	1.26	-86.27	71.858
0.115	-0.613	0.037	0.125	-204.37	72.019
0.215	-1.022	-0.594	-0.569	-241.51	72.069
0.074	-0.781	0.143	0.122	-200.86	72.014
-0.107	0.057	0.057	0.112	-112.18	71.891
-0.104	0.181	-0.842	-1.068	47.01	71.675
-0.185	0.46	-0.828	-0.828	-225.92	72.046
-0.019	0.641	0.114	0.081	-53.25	71.811
0.068	0.091	0.772	0.986	-123.01	71.905
-0.007	-0.15	0.312	0.277	-149.04	71.943
-0.179	0.642	1.099	1.186	97.62	71.604
-0.071	-0.403	-0.711	-0.753	-194.78	72.005
-0.165	0.47	-0.008	-0.107	-207.89	72.024
-0.103	0.695	-1.258	-1.367	-251.14	72.081
-0.042	-0.259	0.065	-0.007	30.47	71.696
0.394	-1.711	-0.193	-0.224	-123.56	71.908
-0.151	0.307	-0.735	-0.753	-168.63	71.968
-0.008	1.045	0.699	0.837	-52.81	71.81
0.052	0.627	-0.026	0.063	-205.3	72.019
0.06	0.707	0.58	0.627	-37.73	71.789
-0.013	-0.804	0.105	0.221	-193.94	72.003
0.072	-0.796	-0.17	-0.169	-176.05	71.979
-0.045	0.476	-0.793	-0.871	-179.08	71.982
-0.053	0.228	-1.59	-1.886	-147.62	71.94
-0.227	0.532	-0.786	-0.979	-114.99	71.893
-0.124	0.021	0.285	0.381	-224.1	72.046
0.091	-0.563	-0.755	-0.949	-238.82	72.064
0.007	-0.28	0.897	0.998	-240.65	72.067
0.095	0.289	-0.849	-1.218	142.65	71.544
0.094	0.393	-0.155	-0.215	-257.15	72.091
0.085	-0.461	1.085	1.224	-222.01	72.042
-0.022	-0.593	-1.044	-1.357	-102.5	71.88
-0.022	0.854	0.337	0.393	-218.77	72.037
0.382	-1.032	0.138	0.326	-155.55	71.949
-0.071	0.852	0.093	0.066	-200.55	72.014
-0.112	0.199	-0.751	-0.979	-33.21	71.785
-0.07	0.585	-1.678	-2.042	-124.98	71.909
0.122	-0.142	0.151	0.252	-206.06	72.021
-0.155	0.528	1.01	1.134	-209.84	72.026
0.095	-0.289	-0.028	-0.11	-151.27	71.947
-0.228	0.719	0.874	0.924	-186.76	71.993
-0.15	-0.019	0.193	0.166	-261.63	72.097
-0.118	0.419	-0.746	-0.977	-166.09	71.964
-0.097	0.65	-0.826	-0.964	-196.47	72.006
0.342	-1.758	0.335	0.391	-81.22	71.851
-0.299	0.642	-0.792	-0.798	-167.91	71.966
-0.074	-0.399	0.615	0.63	-119.28	71.9
0.023	-0.026	0.52	1.0	57.51	71.659
0.13	0.256	-0.725	-0.796	-45.82	71.799
-0.195	0.724	0.807	0.862	-216.9	72.035
0.019	0.138	-0.956	-1.08	-218.71	72.038
0.173	-0.27	0.527	0.563	-233.3	72.057
-0.048	-0.889	0.285	0.283	-50.57	71.806
-0.112	0.745	-0.893	-0.949	-197.31	72.008
0.09	-0.096	-0.023	-0.066	-20.49	71.766
0.296	-0.941	1.502	1.722	-205.08	72.018
-0.06	-0.39	-0.889	-1.093	-122.08	71.906
-0.068	0.054	0.733	1.149	-91.63	71.862
-0.265	0.971	1.304	1.473	-244.04	72.071
0.043	-0.056	0.489	0.651	42.87	71.679
0.21	-1.013	-1.366	-1.549	-216.63	72.035
0.291	-1.753	-0.69	-0.868	-42.03	71.797
0.043	-0.4	-0.169	-0.097	79.37	71.627
0.119	0.321	-0.646	-0.824	13.53	71.721
0.015	-0.869	-0.224	-0.208	-220.15	72.039
0.001	0.321	-1.416	-1.551	-179.38	71.983
0.008	-0.235	0.936	1.062	-218.17	72.037
-0.081	0.68	-0.967	-1.04	-267.93	72.105
0.153	-0.469	0.81	0.86	-248.68	72.078
0.176	-0.614	-0.778	-1.093	-108.73	71.885
-0.19	0.374	-0.748	-1.009	-87.63	71.856
-0.054	-0.065	0.779	1.08	-91.23	71.861
0.082	-0.695	0.706	0.81	-206.28	72.02
-0.043	-0.513	0.423	0.399	-164.33	71.962
-0.046	1.046	-0.149	-0.085	-113.24	71.892
-0.074	0.663	-0.172	-0.243	-147.15	71.939
-0.14	0.938	-0.665	-0.751	-205.62	72.021
-0.261	0.813	1.242	1.365	-197.95	72.007
0.05	-0.278	0.014	-0.069	-180.94	71.986
0.082	-0.335	1.883	2.146	-189.49	71.996
0.13	-1.055	0.546	0.673	-251.99	72.085
-0.0	-0.296	-0.806	-1.065	-125.86	71.909
0.192	-0.163	0.2	0.168	-198.07	72.01
0.181	-0.501	-0.833	-1.118	-81.7	71.848
0.105	0.033	-0.349	-0.441	-204.63	72.019
0.19	-0.489	-0.026	0.014	-187.72	71.996
0.055	-0.579	-0.879	-0.943	-273.95	72.113
-0.145	0.615	0.352	0.396	-196.71	72.008
-0.174	0.871	0.849	1.024	-213.23	72.029
-0.025	0.931	-1.323	-1.71	-65.1	71.829
-0.094	-0.476	0.423	0.474	-121.85	71.903
-0.019	-0.001	-0.743	-1.038	-110.34	71.888
0.104	0.285	-0.415	-0.491	-188.64	71.995
0.0	-0.505	-0.357	-0.335	-149.75	71.945
0.184	-0.751	0.813	0.865	-197.58	72.008
-0.145	0.14	0.874	0.865	-217.59	72.036
0.174	-0.611	-1.394	-1.558	-220.14	72.039
-0.112	0.144	-0.929	-1.131	-66.88	71.831
0.144	-0.778	-0.902	-0.959	-203.04	72.016
-0.17	1.357	-0.167	-0.204	-127.17	71.912
0.019	0.294	0.72	0.878	-149.31	71.941
-0.047	-0.209	-1.732	-1.982	-140.05	71.929
-0.237	1.473	0.075	0.087	-134.3	71.921
0.041	0.101	0.631	0.791	-222.15	72.042
-0.01	1.024	-0.19	-0.249	-82.78	71.85
-0.023	-0.35	0.801	1.105	197.14	71.47
-0.039	0.038	0.845	1.214	-10.05	71.751
-0.055	-0.113	-0.068	0.181	-229.67	72.052
-0.117	-0.124	0.671	0.854	-60.55	71.823
0.119	-0.118	-0.047	-0.099	3.47	71.735
-0.075	-0.235	-0.624	-0.584	-213.46	72.03
0.244	-0.65	0.698	0.742	-213.8	72.029
0.147	-0.043	-0.466	-0.525	-213.8	72.03
-0.106	-0.507	0.512	0.527	-43.54	71.796
-0.049	-0.427	-0.417	-0.374	-211.01	72.027
0.183	-0.673	-1.416	-1.611	-212.12	72.029
-0.238	0.865	0.914	0.964	-205.27	72.018
0.228	-0.908	-1.23	-1.335	-255.77	72.087
-0.15	1.679	0.343	0.355	-28.24	71.778
-0.318	1.068	1.276	1.445	-232.53	72.055
0.025	-1.021	-0.372	-0.46	-89.44	71.86
-0.192	1.463	-0.153	-0.212	-107.0	71.884
-0.161	0.525	-1.489	-1.637	-222.77	72.042
-0.023	-0.229	1.773	2.137	-97.88	71.872
-0.006	-0.422	0.158	0.104	-163.29	71.961
-0.213	1.546	0.408	0.375	-82.04	71.85
0.14	-0.195	-0.712	-0.824	-170.48	71.97
0.05	0.526	-0.025	0.023	-226.86	72.049
0.084	-0.009	-0.435	-0.442	-95.12	71.87
0.145	-0.627	1.207	1.389	-204.4	72.019
0.038	-0.203	0.687	0.868	-103.43	71.879
-0.124	1.015	-1.242	-1.509	-156.09	71.953
-0.049	-0.033	0.314	0.495	-1.94	71.74
